Elementary flow subcategory;Elementary flow name;Elementary flow category;Elementary flow UUID;Per elementary flow unit
unspecified water;Tributyltin compounds;Emission to water;4d8131df-07d8-475b-ae7c-8fe4b80fb8e0;kg
fresh water, long-term;Maneb;Emission to water;308fda4f-fba5-4bc0-b59e-9d52443e1d8e;kg
ocean;Methyl-Isopropylketone;Emission to water;fff7930a-905e-40a0-89c9-0ead58b5dac7;kg
surface water;Acenaphthylene;Emission to water;ec4a104f-eab5-4a06-bd0a-e1c34d888718;kg
river, long-term;Chlorine;Emission to water;d683a066-172c-4a75-960d-a8fe2878c8c9;kg
ground water;Esfenvalerate;Emission to water;be5288a5-07a3-4ccf-808c-681c3e8dbdd6;kg
lake;Pronamide;Emission to water;51bc1ed5-d9b2-4781-ac5b-ce56bde226c8;kg
fossil-;Sodium-24;Emission to water;3b4f728a-7186-408d-aacc-4e2797d9d605;kBq
ground water;1,3-PHENYLENEDIAMINE;Emission to water;c22b244c-58a7-4457-945b-0c13cf11e386;kg
lake;N-Nitrosopiperidine;Emission to water;6db25af0-0047-483d-9505-8be9182f910f;kg
fresh water;Ethane, 1,1,1,2-tetrafluoro-, HFC-134a;Emission to water;be45e946-c6b9-4dfc-b428-42011c69d131;kg
lake;Chlormequat chloride;Emission to water;7f43db3f-59c1-4640-a7f2-ad5d923ff283;kg
river;Methoxychlor;Emission to water;55277a97-2ee9-4d36-aafb-226facc2fd31;kg
fresh water, long-term;Resorcinol;Emission to water;65c93509-444b-4bb2-bcc8-3a65deedddb4;kg
lake;Acetochlor;Emission to water;1b0a6704-2141-4e55-9eca-dd0c1c13d11d;kg
fossil-;Propanil;Emission to water;7fec485a-58b0-42c0-89d3-12dafa2553ed;kg
fresh water, long-term;2-Nitrophenol;Emission to water;b20fc3a0-8e9b-4fde-af27-6bd60011ef45;kg
unspecified water;Propyleneimine;Emission to water;d9f1759c-3012-4c24-8302-0d22769de0f1;kg
ocean;Captan;Emission to water;ddc6c76b-c9eb-40fd-9a01-7ce91833e718;kg
river;2-ethoxyethyl acetate;Emission to water;f5b55ff2-93ae-4243-9233-9dcf0e7a983f;kg
fresh water;4-Methyl-2-pentanol;Emission to water;83e92e44-8bdf-46cc-bb78-e581feda657d;kg
unspecified water;para-Xylene;Emission to water;8aed488e-d5a8-4cd1-88f9-a3e086cbfe18;kg
lake;Chrysene;Emission to water;f1bf60d9-77fb-4140-9e77-e1f995f3000b;kg
river;Fenarimol;Emission to water;ad0a59df-5795-4eb5-b613-f2f1622476b1;kg
river, long-term;Monolinuron;Emission to water;298d103c-7c91-4421-a87e-25fef1e00628;kg
river, long-term;Propamocarb;Emission to water;340c576a-409f-4796-b7fc-c66de8a056aa;kg
ground water, long-term;Propamocarb HCl;Emission to water;fae345e8-dd49-4d4b-8034-0813402662f9;kg
ground water;Pyrene;Emission to water;2f0b6e34-d4cd-4a11-9acc-bb775aba7eb2;kg
river, long-term;Cesium-137;Emission to water;751aebae-ab74-4a39-8c69-3bad4215e123;kBq
fresh water, long-term;Acrylonitrile;Emission to water;61c212d6-f5f6-4efa-aaf1-103541df48ee;kg
fresh water, long-term;Amitraz;Emission to water;bf561627-4379-433e-b6aa-5566889402bc;kg
surface water;Phosphate;Emission to water;1727b41d-377e-43cd-bc01-9eaba946eccb;kg
fresh water, long-term;Atrazine;Emission to water;6c67f08f-fd53-468d-9fc5-de6003ea52ad;kg
river;Phosphorus, total;Emission to water;89b48ac9-f3ea-3c38-b776-aac911237361;kg
fresh water;Azoxystrobin;Emission to water;2cb4ea40-1b98-462c-ae8b-b31acf3a5d67;kg
fresh water, long-term;Phenanthrene;Emission to water;de18c0a8-a1c4-42bf-968c-46ee0642a3ef;kg
fossil-;Clofentezine;Emission to water;4f5c06c8-d44f-46b1-8018-2aa2eff1f45b;kg
fossil-;isopropyl acetate;Emission to water;e1c29896-e67d-41cf-9f5a-82da13a9f2a3;kg
river, long-term;Ethanol;Emission to water;2bb83998-407a-4a34-ba67-ec5ece0e4c77;kg
lake;Butene;Emission to water;75b15e8d-1788-4d50-862b-37668398c67c;kg
fossil-;2-NITROPROPANE;Emission to water;a7e04438-bc51-4250-ba8c-22923e0d19a2;kg
ground water, long-term;Chloramine;Emission to water;890c5bad-2446-483f-bc18-e8e514d866f2;kg
fossil-;Cyproconazole;Emission to water;74c12913-9cd0-4ac2-b84f-eae45bb897cb;kg
ground water;butylate;Emission to water;b9b87aad-f5f9-44fd-994f-28715e608147;kg
fossil-;Atrazine;Emission to water;1410b1e0-19d9-4862-900e-d75d8c2b9b72;kg
unspecified water;Fenamiphos;Emission to water;dce75cd7-f02e-4458-b86f-dd9f6a58c3b6;kg
unspecified water;Clofentezine;Emission to water;46426b2b-72f5-4b41-bd01-990db0988f18;kg
river, long-term;Nitrogen oxides;Emission to water;f1c5c598-d627-42db-8d33-d5d53b5b927a;kg
ground water, long-term;Tolclophos-methyl;Emission to water;da09fede-a9be-44c0-a7db-c39deb61c835;kg
ocean;Anthracene;Emission to water;08a91e70-3ddc-11dd-9686-0050c2490048;kg
fossil-;Deltamethrin;Emission to water;678cbfcf-f755-4708-8788-6c4f4eaf2890;kg
fresh water;Radium-226;Emission to water;e839f221-2958-425e-b113-b3a5b12ca226;kBq
surface water;Fluoride;Emission to water;00d2fef1-e4d4-4a16-8e81-b8cc514e4c25;kg
fresh water, long-term;Chromium;Emission to water;0264738d-175c-4a9f-bc9b-1970eba444de;kg
fossil-;Clodinafop-propargyl;Emission to water;2ba8bb0a-f151-49ac-a0e8-5203859ae8f4;kg
river, long-term;Cumene;Emission to water;b2333e75-f6a3-4749-8bd4-544f1134f345;kg
fossil-;Chlorotoluron;Emission to water;a3dbb7d5-b043-4cad-aa0a-88c3dada8075;kg
lake;Polonium-210;Emission to water;f5eb4e80-a7ff-4f1b-b97f-933940bd1377;kBq
lake;Thorium-234;Emission to water;085f2660-1046-4946-8f1d-208ff2f11602;kBq
surface water;Iron-59;Emission to water;e43640a9-526c-42bd-86e5-4425c9e239ed;kBq
lake;Aniline;Emission to water;6773c998-7d25-4d1f-abbf-7b3060e2aa54;kg
ground water, long-term;Benzaldehyde;Emission to water;388f1497-fa29-48c6-a21c-94a1ddfad4cf;kg
unspecified water;Carfentrazone ethyl ester;Emission to water;f6068c19-fdea-473a-9495-054f6140b015;kg
ground water, long-term;Aldicarb;Emission to water;faa6385f-9985-4a4d-8cba-bb03bc6ff50a;kg
ground water;Potassium-40;Emission to water;f970ac84-3896-4168-a701-c73bf475edbb;kBq
ground water, long-term;Ioxynil;Emission to water;5ae6878e-e33c-4680-8fda-2f23a5a440e6;kg
fresh water, long-term;Tralomethrin;Emission to water;4e2a0d25-9dcc-4f60-8b26-a688b9e512fa;kg
lake;1-Methyl-2-pyrrolidinone;Emission to water;500fa29f-0b14-4a60-943b-6a86a6888a33;kg
unspecified water;Tin, ion;Emission to water;d5c40848-fc29-47fa-90a4-46db64a45a4e;kg
fresh water;Asulam;Emission to water;c8679bab-d1fa-4d4b-be8c-04c4c5e6c81a;kg
fresh water;Pentachloroethane;Emission to water;30e0050c-0866-405e-bb09-170be22ead63;kg
ground water, long-term;Clethodim;Emission to water;171f112e-dcb1-43be-9422-5f0d0bd06c0e;kg
fossil-;Lindane;Emission to water;421aa856-8a76-4882-9295-96baf96f32ad;kg
fresh water, long-term;Butyl acetate;Emission to water;3d8584d3-e6e8-4f7f-811e-22baa4a81822;kg
ocean;Acetophenone;Emission to water;c4073b17-b1e2-4732-ab06-320bb804562b;kg
ground water;isobutene;Emission to water;a167f1a0-8eca-4446-b89a-ab4b7d4a6402;kg
ground water, long-term;Methyl borate;Emission to water;059d4f43-8764-4b5e-95eb-c94df9913a55;kg
lake;Hexythiazox;Emission to water;88dd9e0f-0a6a-46c6-a491-f0ed622c5844;kg
ocean;2-Chloro-1-phenylethanone;Emission to water;b877f5c3-cef0-49b4-acef-73b2e46ea56b;kg
lake;Oxydemeton-methyl;Emission to water;3c89f323-0541-44f9-ba85-a8701fbeb926;kg
ground water, long-term;Bitertanol;Emission to water;90048665-1d0a-45d6-afa0-0ae1b06c5f7a;kg
fresh water;2-butenal;Emission to water;ee377726-d6cb-4b25-9351-4cc56cd7be0c;kg
ocean;Trimethylamine;Emission to water;93989f96-b679-44b6-8cd2-f768fa3d3152;kg
river;Diisopropylether;Emission to water;a1b47ead-1ecb-448f-9a56-ba71d2c0de02;kg
ground water;Radium-228;Emission to water;fe807c9d-7e35-4500-9511-25b92cd6fe53;kBq
ground water;Benomyl;Emission to water;5d7e0898-847a-4a99-a7fa-2795728f6ee1;kg
lake;PAH, polycyclic aromatic hydrocarbons;Emission to water;239d1f9b-d0b0-43e5-bdbd-54c35cbc5755;kg
river, long-term;Benzo(ghi)perylene;Emission to water;f2e161a4-1c9b-46fc-9226-c958901cedf5;kg
river, long-term;5-Nitro-o-anisidine;Emission to water;82d3b353-99c9-4d15-a89d-6c80d742e376;kg
ocean;Pirimicarb;Emission to water;45f9792a-e798-4fc2-85e6-deee9842a9a5;kg
unspecified water;Glufosinate-ammonium;Emission to water;be5517fc-131a-4856-ab23-209d308cc296;kg
ground water;COD, Chemical Oxygen Demand;Emission to water;be10dd54-eb4d-48ae-9e14-7d79ce8b170d;kg
river;Sulfprofos;Emission to water;f89bdd1d-54d5-4826-ac76-addf15f54364;kg
surface water;Hydrazine;Emission to water;47703131-d6ba-4e54-a25e-26f6fd9ddc1c;kg
ground water, long-term;Resorcinol;Emission to water;026579c5-7df5-47ca-82cf-79335c2f36ae;kg
fresh water;Trichlorfon;Emission to water;491b750c-864b-462e-8807-1a85ac540659;kg
fossil-;Diethylene glycol butyl ether;Emission to water;781e3c0d-8ee6-4252-842c-c35b1488f588;kg
lake;Clethodim;Emission to water;836408d5-d1a6-4662-beb0-63a3aef4c53d;kg
fresh water;Process solvents, unspecified;Emission to water;fadecb3c-2c40-40f5-b6c5-2ae4faa85667;kg
fresh water;Propamocarb HCl;Emission to water;23fe411f-9522-489c-86af-165c683ca76c;kg
fossil-;Cadmium;Emission to water;eed61927-90e5-4e59-a0bb-6507551c835c;kg
ocean;Water, IAI Area 2, without Quebec;Emission to water;01a0ca3a-de0c-3006-add6-d98d5b5c46a9;m3
ground water;Phenmedipham;Emission to water;42009320-e906-40b8-9251-e590a7d4b2cf;kg
river;Deltamethrin;Emission to water;eaf600f5-a49f-42bb-be79-2e802f9d2147;kg
lake;EPTC;Emission to water;0675e31c-c5c0-4f0b-9b6a-5359df42d9a2;kg
ground water, long-term;Ethene, trichloro-;Emission to water;c46a1f56-c012-4ee9-ae49-48641d0cdbf5;kg
ocean;Acidity, unspecified;Emission to water;372dc06d-0cc9-4f85-9e00-9d452f2d3c7a;kg
river, long-term;Dicrotophos;Emission to water;846d50e2-c330-4b56-8e04-fa5c9cfcb09d;kg
ground water;Caprolactam;Emission to water;e7d04de8-b0fb-4d39-a8ad-f02ac65cdc2d;kg
unspecified water;Benzene, 1,2,4-trimethyl-;Emission to water;abab5cea-6bc0-4760-9783-970aee557983;kg
fresh water;Fenpropathrin;Emission to water;60ec3bbc-01fc-4422-8ecb-b906bf35a0b0;kg
river, long-term;Tributyl phosphate;Emission to water;659a2936-fdcd-4abe-afc0-40629a7ee9c4;kg
ground water, long-term;Tellurium-132;Emission to water;fa66acff-55f2-4ca8-9392-4d436613b2fb;kBq
fresh water;Phenol, 2,4-dichloro;Emission to water;dfbd4786-be05-4329-a123-6d07ddb24a5d;kg
fresh water, long-term;2-Mercaptobenzothiazole;Emission to water;7a9dfa8c-f260-4adb-8983-4d39ee99f982;kg
surface water;Diethylamine;Emission to water;66611217-6711-4b3a-8966-4ab2b7107ca6;kg
fresh water, long-term;Fenamiphos;Emission to water;2c75a966-1b2b-43d0-8260-2e44101baeb4;kg
fresh water, long-term;STYRENE OXIDE;Emission to water;31a65520-d57d-4139-be45-647ffa064aeb;kg
river;Acetyl chloride;Emission to water;493338ec-5e86-4fbd-a77f-857b774c3e8c;kg
fossil-;Cresol;Emission to water;ba8d131b-7a61-45d1-9449-18f5893263fd;kg
ocean;Methoxychlor;Emission to water;f244cec8-d5fe-410c-a3bc-2f01ec020fa4;kg
river, long-term;Radium-226;Emission to water;f1b57113-5251-4671-9160-790fbffd0d9f;kBq
fossil-;Cloquintocet-mexyl;Emission to water;93c2c919-bb98-4321-b78f-e1a5c7f18252;kg
ground water;Zinc compounds;Emission to water;a848a3c0-73bf-48a2-827a-2cd922b64421;kg
river, long-term;M-DINITROBENZENE;Emission to water;ae157f2a-7007-42d0-9e5f-faf6f6ac84fe;kg
fossil-;isobutyraldehyde;Emission to water;5a175038-fed4-4490-ab73-48a6256dd876;kg
river, long-term;Pirimicarb;Emission to water;9cc069fc-fd28-4f5f-bb8c-0c7c51f139e8;kg
unspecified water;Monolinuron;Emission to water;90cae14d-b906-4f9b-aded-eb6bbc52ceb3;kg
river, long-term;Fenvalerate;Emission to water;abe4c678-94f1-4410-aa2c-713b2eaad8ef;kg
river, long-term;Barite;Emission to water;1f393239-efbf-4515-b363-42efeddf37a4;kg
ground water;Metribuzin;Emission to water;58f8a955-859d-4c54-81c8-1d851b738984;kg
lake;Chloroacetic acid;Emission to water;0630078d-59ac-46c7-8ce4-405c8fb5d213;kg
river, long-term;Zineb;Emission to water;7e10e70f-11b6-48f1-b331-d68b5b81bbc6;kg
lake;Flumiclorac-pentyl;Emission to water;066b2a49-3e90-4459-8d07-adeb6f60b26c;kg
fossil-;Trifluralin;Emission to water;891894e8-8dd5-4266-b4f7-7fad8739766a;kg
fresh water, long-term;Cumene hydroperoxide;Emission to water;b20c625b-504c-4f27-93e9-8dff12b366a1;kg
river;Methane, trichlorofluoro-, CFC-11;Emission to water;b3729806-9362-4c13-9ab5-59df7079aa66;kg
lake;Zineb;Emission to water;b3d5a6a1-afe7-4f3c-883e-6a5ce2a59ca0;kg
ocean;3-Pentanol;Emission to water;ac0d4b02-8dbb-4aac-b181-fbe6c896ac08;kg
ground water, long-term;methacrylic acid;Emission to water;2aa76fb5-66b0-468b-9230-ce698c119b02;kg
river, long-term;Plutonium-241;Emission to water;5b98d115-d455-4af8-a6c2-b187fa39d931;kBq
ocean;Cycloxydim;Emission to water;e669ad36-20db-4d71-a259-796043ac4136;kg
ground water;Propanal;Emission to water;05d248c7-0159-49c6-88f8-bd4aa70f4894;kg
river;Dichlobenil;Emission to water;0d50c0ce-27ae-4c2f-a802-6e27701d7248;kg
ocean;Phosphorus, total;Emission to water;d9a9027d-a792-4e1a-8507-7e93cf63901f;kg
lake;Chloroform;Emission to water;c7c4edc8-52d4-4eef-8a5c-1d187acd992c;kg
unspecified water;Fluorine;Emission to water;63e7d748-8549-11e0-9d78-0800200c9a66;kg
lake;Xylene;Emission to water;d2f93b0f-1899-412d-baaa-aa2ae9a2b603;kg
ocean;1,3-PHENYLENEDIAMINE;Emission to water;09b62d8b-90f8-4c36-b051-a29f560e9331;kg
river;Water, FJ;Emission to water;5d8950af-bf5f-3373-b75e-441c1b5d3743;m3
fresh water;Chlorfenvinphos;Emission to water;e4085c07-e920-4f05-a2ba-a55618aaa4e3;kg
surface water;Radioactive species, Nuclides, unspecified;Emission to water;47a8b1b4-d9f3-4dee-b47a-dac7e75cccbc;kBq
lake;terbutryn;Emission to water;2595e8b6-ca49-45a6-a46a-6af513f76a17;kg
fresh water, long-term;Simazine;Emission to water;7c149b87-29d8-4956-a40e-4b7b4cf079bd;kg
ocean;Nitrogen monoxide;Emission to water;e29cdddb-0bbd-4faf-81ab-a534fb40b829;kg
fresh water;Cyprodinil;Emission to water;0a5203ef-f98e-4d2b-94cf-b066bd3f34c5;kg
ocean;SAFROLE;Emission to water;b1c4e1a9-ef42-4520-8465-32f0692f7ccd;kg
fossil-;Hypochlorite;Emission to water;eafd9374-790d-45b9-bbae-a20d67b8b574;kg
fossil-;2,4,5-Trichlorophenol;Emission to water;742c3897-7a16-4b56-9e73-b528e7ad95d6;kg
ground water, long-term;Methabenzthiazuron;Emission to water;6f91ccb8-f39c-48d7-b8a0-bb7b2970056b;kg
lake;Fenitrothion;Emission to water;dc18349b-9042-4fb7-bea3-9339fd9aeab9;kg
unspecified water;Vanadium compounds;Emission to water;f31541da-4bda-421d-ad8b-a4c88dfc039a;kg
ocean;Ethane, 1-chloro-1,1-difluoro-, HCFC-142b;Emission to water;5c7d4a25-9b0b-4a5a-b5d9-ba6b98984393;kg
fresh water;Nitrogen, total (excluding N2);Emission to water;e1716164-e906-48e4-ad77-8f2ec4a9a4c5;kg
unspecified water;Sulfur;Emission to water;5ac2254e-6b60-45f5-a700-6e0b93f411c8;kg
ground water, long-term;Silver-110;Emission to water;2a8ec77d-55f2-402a-bc5a-2e9162de2822;kBq
unspecified water;Abamectin;Emission to water;7f2c706e-69af-4363-8adf-06c2c317356f;kg
fresh water, long-term;terbacil;Emission to water;2b6a4b57-104e-4753-800d-5fb9cce120a3;kg
ocean;Bifenthrin;Emission to water;a804ebb9-8f09-467b-85e9-7082df35901f;kg
ground water, long-term;1,4-dichlorobenzene;Emission to water;cd1c9c9f-eecb-4358-83fe-589e7162df2a;kg
unspecified water;Dibenzothiophene;Emission to water;1a7f2e3f-c286-4323-bb2f-157441fef3b1;kg
fresh water;Sodium hydroxide;Emission to water;8eea8b49-49d0-4e07-89c4-fcd691af09fb;kg
river;Thifensulfuron-methyl;Emission to water;c4928252-70e8-4942-a748-7db3828b094f;kg
fresh water;tau-Fluvalinate;Emission to water;91018449-3870-4b71-a84c-4424f22e4c33;kg
ground water;Urethane;Emission to water;e9e4adaf-93d9-4041-ad7f-dc7079cd03a2;kg
fossil-;Thorium-234;Emission to water;9bafc4d1-7c5a-433c-9d2a-14a7b2f81456;kBq
fresh water, long-term;S-Metolachlor;Emission to water;8170757c-eac0-4afe-9651-05426d479ce3;kg
fossil-;4-nitroaniline;Emission to water;80a98fca-fd6c-4a21-a689-fda4de391258;kg
lake;Simazine;Emission to water;2aa62883-20ab-4971-9b6a-720ac28c9c1a;kg
ground water, long-term;Propane sultone;Emission to water;b5fe497f-b8e8-4d65-b746-cfcbd0a84fed;kg
river, long-term;Dimethomorph;Emission to water;d8946c27-f9d5-4378-b87f-cced2176d16d;kg
lake;ALLYL CHLORIDE;Emission to water;425c4f77-6f0b-46b2-a39b-f8f60d752168;kg
unspecified water;Iodine-131;Emission to water;618c3a74-5b36-4d8a-b94f-26b8270448f8;kBq
ground water, long-term;Sodium formate;Emission to water;77f8cc18-5765-4bbe-8661-1189693bfbe7;kg
ground water, long-term;1-Pentanol;Emission to water;cfa50eaf-a817-4352-b9fe-aa834240d269;kg
ocean;sodium azide;Emission to water;121f6b2e-73a1-435e-b099-63fa5f6c3f59;kg
unspecified water;Phosphoric acid;Emission to water;557da7c3-69dd-4122-a8c7-fe78f8f907a5;kg
lake;maleic acid;Emission to water;92cc15b8-08e6-4505-b79a-843eeb352c9e;kg
fresh water, long-term;Pyrethrin;Emission to water;86946404-b3aa-4f74-b6b1-eb5b4e64e276;kg
unspecified water;C.I. disperse yellow 3;Emission to water;a347f8fb-2d25-415c-9b2b-45bb9f5af778;kg
river;Ethane, 1,1,1-trichloro-, HCFC-140;Emission to water;8ce2324f-b87a-4f44-90d7-d2e1ef1f6db6;kg
fresh water, long-term;Sulfuric acid;Emission to water;22e61915-b24b-4d46-871c-fea928d9d719;kg
ocean;Monolinuron;Emission to water;5f6bbb8e-5f50-4a9b-9db1-fc3fd155e683;kg
fresh water;allylamine;Emission to water;2aba3e99-d6c4-45dc-9ace-b3e7023b1d22;kg
ocean;Atrazine;Emission to water;2c956149-9544-4a7a-8070-dd8b80edc02a;kg
fossil-;M-DINITROBENZENE;Emission to water;4c197c9d-5532-4872-bcba-adacaaf8f730;kg
lake;difenzoquat;Emission to water;c52d8d5e-0669-44ec-9513-23c4a13a4240;kg
lake;allylamine;Emission to water;16fbbf20-67d9-4694-9a01-00d688998564;kg
ground water, long-term;Ethylene diamine;Emission to water;e5d3a0ba-404d-4aff-98ce-30bbf6474436;kg
unspecified water;SAFROLE;Emission to water;d29470c0-5424-4fe3-8ba9-af5747ebafeb;kg
ground water;Quinmerac;Emission to water;4f0110e7-5359-4b5c-85f4-9dedd1de9e3a;kg
ground water, long-term;Hexythiazox;Emission to water;9b8944e6-0426-4a40-aee5-969180a30c79;kg
river;Carbon disulfide;Emission to water;e82a6db5-efa9-4839-8bc6-1eefb02be73e;kg
fossil-;Azadirachtin;Emission to water;012cf9a4-ce2d-43fc-aa39-02ab819b1e62;kg
ocean;S,S,S-tributyl phosphorotrithioate;Emission to water;53705ac2-13e0-46b0-8124-d51c41723fe3;kg
ground water;Phenol, 2,4-dichloro;Emission to water;4d41a7e3-ef04-4764-925d-814a1034baa4;kg
river, long-term;Methane, dichlorodifluoro-, CFC-12;Emission to water;19845eca-c8cc-4ccc-9388-41a99530a4ea;kg
lake;diphenamid;Emission to water;1132d15d-013e-43f0-ba1d-b1a34bc04966;kg
fresh water;Inorganic salts and acids, unspecified;Emission to water;baac9b05-8fcc-4b8f-9aa8-bb3076138318;kg
ground water;Cobalt-57;Emission to water;9264841b-f371-46e6-8a99-6cdfe2831c77;kBq
river, long-term;Zirconium-95;Emission to water;4f424cac-987d-4da5-9962-39ded1ea6925;kBq
ocean;Propene, 1,3-dichloro-;Emission to water;a406ac88-4125-4264-adc2-8968bad00d57;kg
river;Propane sultone;Emission to water;60bde768-4f55-4f72-89a0-a8da0d8b6005;kg
river;Monoethanolamine;Emission to water;e8e06d38-2950-45c7-ad3d-55fbf94529bb;kg
surface water;Phthalate, dibutyl-;Emission to water;c10883f9-143d-4f6e-971f-a62174491d4d;kg
river;Isoxaflutole;Emission to water;ce7ddd74-2b70-4ce4-883d-3254f14687fd;kg
lake;Nitrite;Emission to water;1550e897-623b-4f0a-9c90-10f88b4850e3;kg
unspecified water;Monoethanolamine;Emission to water;39753ff5-ff88-4009-8e9b-8688cdef87ec;kg
river;P-PHENYLENEDIAMINE;Emission to water;f14bc39e-4836-4ef8-97c3-3519d5c5b9b4;kg
river, long-term;Metalaxil;Emission to water;55fa885d-4e30-42b0-8b7a-94b1eeec15cb;kg
unspecified water;Phenol, 2,4-dimethyl-;Emission to water;7ae398c5-8532-11e0-9d78-0800200c9a66;kg
river;Silver, ion;Emission to water;9eacfa39-16cb-4f59-8b85-e43180324540;kg
ground water;Chlorpyrifos;Emission to water;59911bb2-5a76-475b-adaf-ec02d8c0d4ff;kg
unspecified water;Ethane, 1,2-dichloro-1,1-difluoro-, HCFC-132b;Emission to water;4796221e-6f22-46d5-a501-e665ba96c86d;kg
unspecified water;Methane, dichlorodifluoro-, CFC-12;Emission to water;446c794d-e887-4d95-a018-1acb64cd3a71;kg
fossil-;Tebupirimphos;Emission to water;ec99d1d9-d84d-488a-b55a-334d712b3fd7;kg
ground water;Aldicarb;Emission to water;e5c7858d-fcc5-447a-8ede-44e1cf248c3d;kg
lake;Procymidone;Emission to water;be3e3eb3-28eb-4745-8d19-0496a06d1d1d;kg
ground water, long-term;Chrysene;Emission to water;c13fa754-0544-4754-b3c6-296c5b822ae4;kg
river;Solids, inorganic;Emission to water;b4879507-90c6-41ff-9303-425ae394abd5;kg
unspecified water;Radium-224;Emission to water;de9eee06-aa4b-4842-a43f-70be12e969da;kBq
ground water, long-term;Trifluralin;Emission to water;e7a99277-5155-4e9f-aa3d-33bfbc4c09d3;kg
river, long-term;Propaquizafop;Emission to water;3f2c5b2b-42d9-48c5-af30-dd2e41397bb1;kg
fresh water, long-term;Halosulfuron-methyl;Emission to water;58d227e6-47d4-4208-a72a-ec309a4a45c6;kg
ground water;Zirconium-95;Emission to water;701bb0ed-ad5e-4628-ac7d-99baa8c5d650;kBq
river, long-term;Diethylene glycol butyl ether;Emission to water;dcd00f33-c4e4-4183-ba62-37f2ef518b47;kg
ocean;Chlormequat chloride;Emission to water;c24438f1-9999-4907-b07e-95881377962a;kg
unspecified water;Pronamide;Emission to water;82cd7418-77a9-48a0-b8eb-999301bf15a4;kg
river;Heptane;Emission to water;f5c28658-4a11-423c-a807-bec24c9a9b6c;kg
lake;Triforine;Emission to water;00a8350a-ada8-466d-a2d1-c856345a783c;kg
fossil-;Teflubenzuron;Emission to water;7088cd83-82ec-40c6-bbeb-a8918236148d;kg
river;Anthracene;Emission to water;48e3b9a6-6d6c-48eb-89b1-a9f8bea6b501;kg
ground water, long-term;Propylene oxide;Emission to water;e38bceb5-e847-472a-9ea9-1885d958a6b5;kg
unspecified water;Cyhalothrin;Emission to water;d4139738-79f5-47d2-b3f2-e0e78318611e;kg
fresh water;4-Methyl-2-pentanone;Emission to water;dec83914-1ca6-4707-b65d-2706da3a3988;kg
fresh water;Cresol, o-;Emission to water;57f49d88-05f6-442d-b2b1-b3a3dbd6c7b5;kg
lake;Cerium-144;Emission to water;5a3b55f1-cd9c-4ae6-a28c-650b056a526d;kBq
ground water;1-Propylacetate;Emission to water;b1a93a00-b64c-461a-93d0-9ca96c33cb0d;kg
lake;Fluoranthene;Emission to water;b34810e4-4192-4410-89c7-fad0a7148918;kg
